name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor
Larraq,Larraq,Larraq,House Targaryen,0,1,1,1,0,Ghiscari,Unknown,Unknown,Unknown,Unknown,Unknown,0
Marghaz zo Loraq,,Marghaz zo Loraq,Unknown,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Loraq,Unknown,1
Mazdhan zo Loraq,,Mazdhan zo Loraq,Unknown,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Loraq,Unknown,1
Mezzara,Mezzara,Mezzara,None,1,0,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Merreq,Unknown,0
Miklaz,Miklaz,Miklaz,None,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,Unknown,Unknown,0
Prendahl na Ghezn,Prendahl na Ghezn,Prendahl na Ghezn,None,0,1,0,0,0,Ghiscari,Unknown,Unknown,Unknown,Stormcrows,Unknown,0
Reznak mo Reznak,Reznak mo Reznak,Reznak mo Reznak,None,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Reznak,Unknown,0
Skahaz mo Kandaq,Skahaz mo Kandaq,Skahaz mo Kandaq,None,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Kandaq,Unknown,0
Spotted Cat,Spotted Cat,Spotted Cat,None,0,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,Unknown,Unknown,0
Steelskin,Steelskin,Steelskin,None,0,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Loraq,Unknown,0
Tumco Lho,Tumco Lho,Tumco Lho,House Targaryen,0,1,1,1,0,Ghiscari,Unknown,Unknown,Unknown,Unknown,Unknown,0
Zharaq zo Loraq,,Zharaq zo Loraq,Unknown,1,1,0,1,0,Ghiscari,Unknown,Unknown,Unknown,House of Loraq,Unknown,1
Togg Joth,,Togg Joth,Unknown,0,1,0,1,0,Ibbenese,Unknown,Unknown,Unknown,Brave Companions,Unknown,1
Aladale Wynch,,Aladale Wynch,Unknown,1,1,0,0,0,Ironborn,Unknown,Unknown,Unknown,House Wynch,Unknown,1
Alannys Harlaw,,Alannys Harlaw,Unknown,1,0,0,1,0,Ironborn,Unknown,Unknown,Balon Greyjoy,House Greyjoy,Unknown,1
Alvyn Sharp,,Alvyn Sharp,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Sharp,Unknown,1
Ambrode,Ambrode,Ambrode,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,0
Andrik,Andrik,Andrik,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,0
Asha Greyjoy,Asha Greyjoy,Asha Greyjoy,House Greyjoy,1,0,1,1,0,Ironborn,Unknown,Unknown,Erik Ironmaker,House Greyjoy,Unknown,0
Baelor Blacktyde,,Baelor Blacktyde,Unknown,1,1,0,0,0,Ironborn,Unknown,Unknown,Unknown,House Blacktyde,Unknown,1
Balon Botley,,Balon Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Bennarion Botley,,Bennarion Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Boremund Harlaw,Boremund Harlaw,Boremund Harlaw,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw of Harridan Hill,Unknown,0
Cadwyl,,Cadwyl,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Cerrick,,Cerrick,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Webber,Unknown,1
Cotter Pyke,Cotter Pyke,Cotter Pyke,Night's Watch,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,Night's Watch,Unknown,0
Daegon Shepherd,,Daegon Shepherd,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Shepherd,Unknown,1
Dagmer,,Dagmer,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Dagon Greyjoy,,Dagon Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Dagon Ironmaker,,Dagon Ironmaker,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Ironmaker,Unknown,1
Denys Drumm,Denys Drumm,Denys Drumm,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,0
Donel Greyjoy,,Donel Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Donnel Drumm,Donnel Drumm,Donnel Drumm,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,0
Drennan,Drennan,Drennan,House Greyjoy,0,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Dunstan Drumm,Dunstan Drumm,Dunstan Drumm,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,0
Eldiss,,Eldiss,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Eldred Codd,Eldred Codd,Eldred Codd,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Codd,Unknown,0
Emmond,Emmond,Emmond,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,Drowned men,Unknown,0
Erik Ironmaker,Erik Ironmaker,Erik Ironmaker,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Asha Greyjoy,House Ironmaker,Unknown,0
Euron Greyjoy,,Euron Greyjoy,Unknown,1,1,0,1,1,Ironborn,Lady of House Sunderly,Quellon Greyjoy,Unknown,House Greyjoy,Unknown,1
Fralegg,,Fralegg,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Gevin Harlaw,Gevin Harlaw,Gevin Harlaw,House Greyjoy,1,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw,Unknown,0
Gormond Drumm,,Gormond Drumm,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,1
Gormond Goodbrother,Gormond Goodbrother,Gormond Goodbrother,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Gorold Goodbrother,Gorold Goodbrother,Gorold Goodbrother,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Gran Goodbrother,Gran Goodbrother,Gran Goodbrother,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Grey King,,Grey King,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Greydon Goodbrother,Greydon Goodbrother,Greydon Goodbrother,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Gwin Goodbrother,Gwin Goodbrother,Gwin Goodbrother,House Greyjoy,1,0,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Gwynesse Harlaw,,Gwynesse Harlaw,Unknown,1,0,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw,Unknown,1
Gylbert Farwynd,Gylbert Farwynd,Gylbert Farwynd,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Farwynd of the Lonely Light,Unknown,0
Gyles Farwynd,Gyles Farwynd,Gyles Farwynd,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Farwynd of the Lonely Light,Unknown,0
Gysella Goodbrother,Gysella Goodbrother,Gysella Goodbrother,House Greyjoy,1,0,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother,Unknown,0
Harlon Botley,,Harlon Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Harlon Greyjoy,,Harlon Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Harmund Sharp,Harmund Sharp,Harmund Sharp,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Sharp,Unknown,0
Harrag Hoare,,Harrag Hoare,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Harrag Sharp,Harrag Sharp,Harrag Sharp,House Greyjoy,1,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Sharp,Unknown,0
Harras Harlaw,Harras Harlaw,Harras Harlaw,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw of Grey Garden,Unknown,0
Harren Botley,,Harren Botley,Unknown,1,1,0,0,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Harren Half-Hoare,,Harren Half-Hoare,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Harren Hoare,,Harren Hoare,Unknown,0,1,0,0,0,Ironborn,Unknown,Halleck Hoare,Unknown,Unknown,Unknown,1
Hilmar Drumm,,Hilmar Drumm,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,1
Hotho Harlaw,,Hotho Harlaw,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw of the Tower of Glimmering,Unknown,1
Jon Myre,,Jon Myre,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Myre,Unknown,1
Kemmett Pyke,,Kemmett Pyke,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Kenned,Kenned,Kenned,House Greyjoy,0,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,0
Kromm,Kromm,Kromm,House Greyjoy,0,1,1,0,0,ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Lenwood Tawney,Lenwood Tawney,Lenwood Tawney,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Tawney,Unknown,0
Lucas Codd,Lucas Codd,Lucas Codd,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Codd,Unknown,0
Lucimore Botley,,Lucimore Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Maron Greyjoy,,Maron Greyjoy,Unknown,1,1,0,0,1,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Maron Volmark,Maron Volmark,Maron Volmark,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Volmark,Unknown,0
Meldred Merlyn,Meldred Merlyn,Meldred Merlyn,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Merlyn,Unknown,0
Norne Goodbrother,,Norne Goodbrother,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Goodbrother of Shatterstone,Unknown,1
Nute,Nute,Nute,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Old Grey Gull,,Old Grey Gull,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Drowned men,Unknown,1
Qarl Kenning,,Qarl Kenning,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Kenning of Harlaw,Unknown,1
Qarl Shepherd,Qarl Shepherd,Qarl Shepherd,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Shepherd,Unknown,0
Qarl the Maid,Qarl the Maid,Qarl the Maid,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,0
Qarl the Thrall,,Qarl the Thrall,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Quellon Botley,,Quellon Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Quellon Greyjoy,,Quellon Greyjoy,Unknown,1,1,0,0,0,Ironborn,Unknown,Unknown,Stonetree,House Greyjoy,Unknown,1
Quellon Humble,Quellon Humble,Quellon Humble,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Humble,Unknown,0
Quenton Greyjoy,,Quenton Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Ragnor Pyke,Ragnor Pyke,Ragnor Pyke,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Ralf Kenning,Ralf Kenning,Ralf Kenning,House Greyjoy,0,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Kenning of Harlaw,Unknown,0
Ralf Stonehouse,Ralf Stonehouse,Ralf Stonehouse,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Stonehouse,Unknown,0
Red Oarsman,,Red Oarsman,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Robin Greyjoy,,Robin Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Rodrik Freeborn,,Rodrik Freeborn,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rodrik Greyjoy,,Rodrik Greyjoy,Unknown,1,1,0,0,1,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Rodrik Harlaw,Rodrik Harlaw,Rodrik Harlaw,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw,Unknown,0
Romny Weaver,Romny Weaver,Romny Weaver,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Weaver,Unknown,0
Roryn Drumm,,Roryn Drumm,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Drumm,Unknown,1
Rymolf,Rymolf Stormdrunk,Rymolf,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Sargon Botley,,Sargon Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Sawane Botley,Sawane Botley,Sawane Botley,House Greyjoy,1,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,0
Sigfry Stonetree,Sigfry Stonetree,Sigfry Stonetree,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Stonetree,Unknown,0
Skyte,,Skyte,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Steffarion Sparr,,Steffarion Sparr,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Sparr,Unknown,1
Stonehand,,Stonehand,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Sylas Flatnose,,Sylas Flatnose,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Symond Botley,,Symond Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Tarle,,Tarle,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Drowned men,Unknown,1
Thormor Ironmaker,,Thormor Ironmaker,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Ironmaker,Unknown,1
Three-Tooth,Three-Tooth,Three-Tooth,House Greyjoy,0,0,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Harlaw,Unknown,0
Tristifer Botley,Tristifer Botley,Tristifer Botley,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,0
Triston Farwynd,,Triston Farwynd,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Farwynd,Unknown,1
Ulf the Ill,Ulf the Ill,Ulf the Ill,House Greyjoy,0,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Uller,,Uller,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Urek Ironmaker,,Urek Ironmaker,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Ironmaker,Unknown,1
Urrigon Greyjoy,,Urrigon Greyjoy,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Urron Greyiron,,Urron Greyiron,Unknown,0,0,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Urzen,,Urzen,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,1
Vickon Botley,,Vickon Botley,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,1
Victarion Greyjoy,Victarion Greyjoy,Victarion Greyjoy,House Greyjoy,1,1,1,1,1,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Waldon Wynch,,Waldon Wynch,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Wynch,Unknown,1
Werlag,Werlag,Werlag,House Greyjoy,0,1,1,0,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Wex Pyke,Wex Pyke,Wex Pyke,House Stark,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Botley,Unknown,0
Will Humble,,Will Humble,Unknown,1,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,House Humble,Unknown,1
Wulfe,Wulfe,Wulfe,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Yohn Farwynd,Yohn Farwynd,Yohn Farwynd,House Greyjoy,1,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,House Farwynd of the Lonely Light,Unknown,0
Aeron Greyjoy,Aeron Greyjoy,Aeron Greyjoy,House Greyjoy,1,1,1,1,1,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Norjen,Norjen,Norjen,House Greyjoy,0,1,1,1,0,Ironborn,Unknown,Unknown,Unknown,Drowned men,Unknown,0
Qarl Quickaxe,,Qarl Quickaxe,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Unknown,Unknown,1
Rus,,Rus,Unknown,0,1,0,1,0,Ironborn,Unknown,Unknown,Unknown,Drowned men,Unknown,1
Theon Greyjoy,Theon Greyjoy,Theon Greyjoy,House Greyjoy,1,1,1,1,1,Ironborn,Unknown,Unknown,Unknown,House Greyjoy,Unknown,0
Eroeh,Eroeh,Eroeh,House Targaryen,0,1,1,0,0,Lhazareen,Unknown,Unknown,Unknown,Unknown,Unknown,0
Mirri Maz Duur,Mirri Maz Duur,Mirri Maz Duur,None,0,0,0,0,0,Lhazareen,Unknown,Unknown,Unknown,Unknown,Unknown,0
Doreah,Doreah,Doreah,House Targaryen,0,0,1,0,0,Lysene,Unknown,Unknown,Unknown,House Targaryen,Unknown,0
Khorane Sathmantes,Khorane Sathmantes,Khorane Sathmantes,None,0,1,0,1,0,Lysene,Unknown,Unknown,Unknown,Unknown,Unknown,0
Lysono Maar,Lysono Maar,Lysono Maar,None,0,1,0,1,0,Lysene,Unknown,Unknown,Unknown,Golden Company,Unknown,0
Mysaria,,Mysaria,Unknown,0,0,0,1,0,Lysene,Unknown,Unknown,Unknown,Unknown,Unknown,1
Salladhor Saan,Salladhor Saan,Salladhor Saan,House Baratheon,1,1,1,1,0,Lysene,Unknown,Unknown,Unknown,House Baratheon of Dragonstone,Unknown,0
Serra,,Serra,Unknown,0,0,0,1,0,Lysene,Unknown,Unknown,Illyrio Mopatis,Unknown,Unknown,1
Tregar Ormollen,,Tregar Ormollen,Unknown,0,1,0,1,0,Lysene,Unknown,Unknown,Unknown,Unknown,Unknown,1
Belwas,Belwas,Belwas,House Targaryen,0,1,1,1,0,Meereenese,Unknown,Unknown,Unknown,House Targaryen,Unknown,0
Elza,,Elza,Unknown,1,0,0,0,0,Meereenese,Unknown,Unknown,Unknown,House of Galare,Unknown,1
Grazdan zo Galare,Grazdan zo Galare,Grazdan zo Galare,None,1,1,0,1,0,Meereenese,Unknown,Unknown,Unknown,House of Galare,Unknown,0
Oznak zo Pahl,Oznak zo Pahl,Oznak zo Pahl,None,1,1,0,0,0,Meereenese,Unknown,Unknown,Unknown,House of Pahl,Unknown,0
Craghas Drahar,,Craghas Drahar,Unknown,0,1,0,0,0,Myrish,Unknown,Unknown,Unknown,Kingdom of the Three Daughters,Unknown,1
Serala,,Serala,Unknown,1,0,0,1,0,Myrish,Unknown,Unknown,Denys Darklyn,House Darklyn,Unknown,1
Taena of Myr,Taena of Myr,Taena of Myr,House Lannister,1,0,1,1,0,Myrish,Unknown,Unknown,Orton Merryweather,House Merryweather,Unknown,0
Thoros,Thoros,,Brotherhood without Banners,0,1,0,1,0,Myrish,Unknown,Unknown,Unknown,Unknown,Unknown,1
Missandei,Missandei,Missandei,House Targaryen,0,0,1,1,0,Naathi,Unknown,Unknown,Unknown,House Targaryen,Unknown,0
Brandon Norrey,Brandon Norrey,Brandon Norrey,House Stark,1,1,1,1,0,Northern mountain clans,Unknown,Unknown,Unknown,House Norrey,Unknown,0
Hugo Wull,,Hugo Wull,Unknown,1,1,0,1,0,Northern mountain clans,Unknown,Unknown,Unknown,House Wull,Unknown,1
Owen Norrey,Owen Norrey,Owen Norrey,House Tully,1,1,1,0,0,Northern mountain clans,Unknown,Unknown,Unknown,House Norrey,Unknown,0
Theo Wull,,Theo Wull,Unknown,1,1,0,0,0,Northern mountain clans,Unknown,Unknown,Unknown,House Wull,Unknown,1
Torren Liddle,,Torren Liddle,Unknown,1,1,0,1,0,Northern mountain clans,Unknown,Unknown,Unknown,House Liddle,Unknown,1
Alebelly,Alebelly,Alebelly,House Stark,0,1,1,0,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Alys Karstark,Alys Karstark,Alys Karstark,House Stark,1,0,1,1,0,Northmen,Unknown,Unknown,Sigorn,House Karstark,Unknown,0
Alysane Mormont,Alysane Mormont,Alysane Mormont,House Stark,1,0,1,1,0,Northmen,Unknown,Unknown,Unknown,House Mormont,Unknown,0
Arnolf Karstark,Arnolf Karstark,Arnolf Karstark,House Stark,1,1,1,1,0,Northmen,Unknown,Unknown,Unknown,House Karstark,Unknown,0
Arthor Karstark,Arthor Karstark,Arthor Karstark,House Stark,1,1,1,1,0,Northmen,Unknown,Unknown,Unknown,House Karstark,Unknown,0
Artos Stark,,Artos Stark,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Lysara Karstark,House Stark,Unknown,1
Arya Stark,Arya Stark,Arya Stark,House Stark,1,0,1,1,1,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Bandy,,Bandy,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Barbrey Dustin,Barbrey Dustin,Barbrey Dustin,House Stark,1,0,1,1,0,Northmen,Unknown,Unknown,Willam Dustin,House Ryswell,Unknown,0
Barthogan Stark,,Barthogan Stark,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Benfred Tallhart,Benfred Tallhart,Benfred Tallhart,House Stark,1,1,1,0,0,Northmen,Unknown,Unknown,Unknown,House Tallhart,Unknown,0
Benjen Stark,Benjen Stark,Benjen Stark,Night's Watch,1,1,1,0,1,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Beren Tallhart,,Beren Tallhart,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Tallhart,Unknown,1
Berena Hornwood,,Berena Hornwood,Unknown,1,0,0,1,0,Northmen,Unknown,Unknown,Leobald Tallhart,House Hornwood,Unknown,1
Beron Stark,,Beron Stark,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Lorra Royce,House Stark,Unknown,1
Bessa (Winterfell),Bessa (Winterfell),Bessa (Winterfell),House Stark,0,0,1,1,0,Northmen,Unknown,Unknown,Unknown,Unknown,Unknown,0
Beth Cassel,Beth Cassel,Beth Cassel,House Stark,1,0,1,1,0,Northmen,Unknown,Unknown,Unknown,House Cassel,Unknown,0
Bethany Bolton,,Bethany Bolton,Unknown,1,0,0,1,0,Northmen,Unknown,Unknown,Roose Bolton,House Bolton,Unknown,1
Bran Stark,Bran Stark,Bran Stark,House Stark,1,1,1,1,1,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Brandon Stark,,Brandon Stark,Unknown,1,1,0,0,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Brandon Stark (Bad),,Brandon Stark (Bad),Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Brandon Stark (Burner),,Brandon Stark (Burner),Unknown,1,1,0,1,0,Northmen,Unknown,Brandon Stark,Unknown,House Stark,Unknown,1
Brandon Stark (Shipwright),,Brandon Stark (Shipwright),Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Brandon Stark (son of Cregan),,Brandon Stark (son of Cregan),Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Alys Karstark,House Stark,Unknown,1
Brandon Stark (the daughterless),,Brandon Stark (the daughterless),Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Brandon Tallhart,,Brandon Tallhart,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Tallhart,Unknown,1
Calon,,Calon,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Cayn,Cayn,Cayn,House Stark,0,1,1,0,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Cley Cerwyn,Cley Cerwyn,Cley Cerwyn,House Stark,1,1,1,0,1,Northmen,Unknown,Unknown,Unknown,House Cerwyn,Unknown,0
Cregan Karstark,Cregan Karstark,Cregan Karstark,House Stark,1,1,1,1,0,Northmen,Unknown,Unknown,Unknown,House Karstark,Unknown,0
Cregan Stark,,Cregan Stark,Unknown,1,1,0,0,0,Northmen,Unknown,Unknown,Arra Norrey,House Stark,Unknown,1
Dacey Mormont,Dacey Mormont,Dacey Mormont,House Stark,1,0,1,0,0,Northmen,Unknown,Unknown,Unknown,House Mormont,Unknown,0
Danny Flint,,Danny Flint,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Flint,Unknown,1
Daryn Hornwood,Daryn Hornwood,Daryn Hornwood,House Stark,1,1,1,0,0,Northmen,Unknown,Unknown,Unknown,House Hornwood,Unknown,0
Domeric Bolton,,Domeric Bolton,Unknown,1,1,0,0,0,Northmen,Unknown,Unknown,Unknown,House Bolton,Unknown,1
Donella Hornwood,Donella Hornwood,Donella Hornwood,House Stark,1,0,1,0,0,Northmen,Unknown,Unknown,Halys Hornwood,House Manderly,Unknown,0
Donnis,Donnis,Donnis,House Stark,0,1,1,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,0
Donnor Stark,,Donnor Stark,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Dorren Stark,,Dorren Stark,Unknown,1,1,0,1,0,Northmen,Unknown,Unknown,Unknown,House Stark,Unknown,1
Eddara Tallhart,,Eddara Tallhart,Unknown,1,0,0,1,0,Northmen,Unknown,Unknown,Unknown,House Tallhart,Unknown,1
